INFO:root:Establishing Channel
INFO:pika.adapters.blocking_connection:Created channel=1
INFO:root:[x] Sent 8707
INFO:root:[x] Sent 4046
INFO:root:[x] Sent 3582
INFO:root:[x] Sent 8073
INFO:root:[x] Sent 3648
INFO:root:[x] Sent 3553
INFO:root:[x] Sent 2554
INFO:root:[x] Sent 7869
INFO:root:[x] Sent 5067
INFO:root:[x] Sent 8174
INFO:root:[x] Sent 4728
INFO:root:[x] Sent 1522
INFO:root:[x] Sent 2316
INFO:root:[x] Sent 3824
INFO:root:[x] Sent 269
INFO:root:[x] Sent 8785
INFO:root:[x] Sent 4158
INFO:root:[x] Sent 6370
INFO:root:[x] Sent 4271
INFO:root:[x] Sent 7420
INFO:root:[x] Sent 2099
INFO:root:[x] Sent 1814
INFO:root:[x] Sent 579
INFO:root:[x] Sent 7539
INFO:root:[x] Sent 6628
INFO:root:[x] Sent 5978
INFO:root:[x] Sent 4462
INFO:root:[x] Sent 4362
INFO:root:[x] Sent 8175
INFO:root:[x] Sent 7215
INFO:root:[x] Sent 6049
INFO:root:[x] Sent 7756
INFO:root:[x] Sent 7790
INFO:root:[x] Sent 3948
INFO:root:[x] Sent 887
INFO:root:[x] Sent 2280
INFO:root:[x] Sent 4582
INFO:root:[x] Sent 5373
INFO:root:[x] Sent 2855
INFO:root:[x] Sent 2225
INFO:root:[x] Sent 5183
INFO:root:[x] Sent 5819
INFO:root:[x] Sent 6605
INFO:root:[x] Sent 6002
INFO:root:[x] Sent 1853
INFO:root:[x] Sent 974
INFO:root:[x] Sent 3757
INFO:root:[x] Sent 3767
INFO:root:[x] Sent 8092
INFO:root:[x] Sent 5971
INFO:root:[x] Sent 807
INFO:root:[x] Sent 4723
INFO:root:[x] Sent 4732
INFO:root:[x] Sent 3689
INFO:root:[x] Sent 2966
INFO:root:[x] Sent 5412
INFO:root:[x] Sent 1155
INFO:root:[x] Sent 8830
INFO:root:[x] Sent 1132
INFO:root:[x] Sent 2055
INFO:root:[x] Sent 6917
INFO:root:[x] Sent 7538
INFO:root:[x] Sent 5028
INFO:root:[x] Sent 6211
INFO:root:[x] Sent 836
INFO:root:[x] Sent 5746
INFO:root:[x] Sent 3871
INFO:root:[x] Sent 1543
INFO:root:[x] Sent 1167
INFO:root:[x] Sent 5316
INFO:root:[x] Sent 8748
INFO:root:[x] Sent 1
INFO:root:[x] Sent 7068
INFO:root:[x] Sent 6427
INFO:root:[x] Sent 7123
INFO:root:[x] Sent 3893
INFO:root:[x] Sent 2141
INFO:root:[x] Sent 6027
INFO:root:[x] Sent 2280
INFO:root:[x] Sent 4364
INFO:root:[x] Sent 4930
INFO:root:[x] Sent 3929
INFO:root:[x] Sent 1556
INFO:root:[x] Sent 8757
INFO:root:[x] Sent 6530
INFO:root:[x] Sent 8799
INFO:root:[x] Sent 1655
INFO:root:[x] Sent 1910
INFO:root:[x] Sent 3277
INFO:root:[x] Sent 69
INFO:root:[x] Sent 1732
INFO:root:[x] Sent 3667
INFO:root:[x] Sent 4268
INFO:root:[x] Sent 7459
INFO:root:[x] Sent 5953
INFO:root:[x] Sent 2391
INFO:root:[x] Sent 7820
INFO:root:[x] Sent 6826
INFO:root:[x] Sent 6331
INFO:root:[x] Sent 3142
INFO:root:[x] Sent 4262
INFO:root:[x] Sent 4185
INFO:root:[x] Sent 554
INFO:root:[x] Sent 1195
INFO:root:[x] Sent 17
INFO:root:[x] Sent 6979
INFO:root:[x] Sent 7953
INFO:root:[x] Sent 4623
INFO:root:[x] Sent 3169
INFO:root:[x] Sent 449
INFO:root:[x] Sent 870
INFO:root:[x] Sent 5378
INFO:root:[x] Sent 3859
INFO:root:[x] Sent 4503
INFO:root:[x] Sent 1956
INFO:root:[x] Sent 4644
INFO:root:[x] Sent 8960
INFO:root:[x] Sent 205
INFO:root:[x] Sent 5589
INFO:root:[x] Sent 3433
INFO:root:[x] Sent 7259
INFO:root:[x] Sent 5864
INFO:root:[x] Sent 381
INFO:root:[x] Sent 8103
INFO:root:[x] Sent 2811
INFO:root:[x] Sent 8299
INFO:root:[x] Sent 2081
INFO:root:[x] Sent 1553
INFO:root:[x] Sent 3655
INFO:root:[x] Sent 8264
INFO:root:[x] Sent 2441
INFO:root:[x] Sent 7294
INFO:root:[x] Sent 6926
INFO:root:[x] Sent 5358
INFO:root:[x] Sent 3814
INFO:root:[x] Sent 5510
INFO:root:[x] Sent 7416
INFO:root:[x] Sent 892
INFO:root:[x] Sent 3731
INFO:root:[x] Sent 6642
INFO:root:[x] Sent 3801
INFO:root:[x] Sent 306
INFO:root:[x] Sent 1393
INFO:root:[x] Sent 5309
INFO:root:[x] Sent 2486
INFO:root:[x] Sent 7078
INFO:root:[x] Sent 5134
INFO:root:[x] Sent 5694
INFO:root:[x] Sent 8676
INFO:root:[x] Sent 2258
INFO:root:[x] Sent 882
INFO:root:[x] Sent 1947
INFO:root:[x] Sent 4620
INFO:root:[x] Sent 1986
INFO:root:[x] Sent 6062
INFO:root:[x] Sent 1675
INFO:root:[x] Sent 6051
INFO:root:[x] Sent 6338
INFO:root:[x] Sent 4880
INFO:root:[x] Sent 5579
INFO:root:[x] Sent 5584
INFO:root:[x] Sent 6500
INFO:root:[x] Sent 7428
INFO:root:[x] Sent 3115
INFO:root:[x] Sent 4036
INFO:root:[x] Sent 1011
INFO:root:[x] Sent 3544
INFO:root:[x] Sent 5500
INFO:root:[x] Sent 939
INFO:root:[x] Sent 3315
INFO:root:[x] Sent 5120
INFO:root:[x] Sent 4491
INFO:root:[x] Sent 3498
INFO:root:[x] Sent 6471
INFO:root:[x] Sent 6003
INFO:root:[x] Sent 8265
INFO:root:[x] Sent 3653
INFO:root:[x] Sent 8488
INFO:root:[x] Sent 1602
INFO:root:[x] Sent 2465
INFO:root:[x] Sent 497
INFO:root:[x] Sent 8538
INFO:root:[x] Sent 1700
INFO:root:[x] Sent 1321
INFO:root:[x] Sent 6170
INFO:root:[x] Sent 6336
INFO:root:[x] Sent 6924
INFO:root:[x] Sent 3365
INFO:root:[x] Sent 1785
INFO:root:[x] Sent 5512
INFO:root:[x] Sent 5773
INFO:root:[x] Sent 6285
INFO:root:[x] Sent 6386
INFO:root:[x] Sent 4099
INFO:root:[x] Sent 8124
INFO:root:[x] Sent 7957
INFO:root:[x] Sent 621
INFO:root:[x] Sent 4194
INFO:root:[x] Sent 4692
INFO:root:[x] Sent 4735
INFO:root:[x] Sent 2975
INFO:root:[x] Sent 1695
INFO:root:[x] Sent 7736
INFO:root:[x] Sent 8290
INFO:root:[x] Sent 5144
INFO:root:[x] Sent 680
INFO:root:[x] Sent 1728
INFO:root:[x] Sent 5943
INFO:root:[x] Sent 3837
INFO:root:[x] Sent 3338
INFO:root:[x] Sent 7470
INFO:root:[x] Sent 1060
INFO:root:[x] Sent 7053
INFO:root:[x] Sent 5088
INFO:root:[x] Sent 5125
INFO:root:[x] Sent 5926
INFO:root:[x] Sent 6137
INFO:root:[x] Sent 1128
INFO:root:[x] Sent 6203
INFO:root:[x] Sent 8385
INFO:root:[x] Sent 1124
INFO:root:[x] Sent 8051
INFO:root:[x] Sent 4775
INFO:root:[x] Sent 4720
INFO:root:[x] Sent 1402
INFO:root:[x] Sent 8163
INFO:root:[x] Sent 449
INFO:root:[x] Sent 8585
INFO:root:[x] Sent 3412
INFO:root:[x] Sent 1835
INFO:root:[x] Sent 6815
INFO:root:[x] Sent 5462
INFO:root:[x] Sent 1300
INFO:root:[x] Sent 5100
INFO:root:[x] Sent 3364
INFO:root:[x] Sent 2094
INFO:root:[x] Sent 8541
INFO:root:[x] Sent 2968
INFO:root:[x] Sent 5190
INFO:root:[x] Sent 8820
INFO:root:[x] Sent 1297
INFO:root:[x] Sent 7755
INFO:root:[x] Sent 99
INFO:root:[x] Sent 7024
INFO:root:[x] Sent 2863
INFO:root:[x] Sent 1788
INFO:root:[x] Sent 4370
INFO:root:[x] Sent 3268
INFO:root:[x] Sent 7680
INFO:root:[x] Sent 5490
INFO:root:[x] Sent 6881
INFO:root:[x] Sent 383
INFO:root:[x] Sent 3540
INFO:root:[x] Sent 582
INFO:root:[x] Sent 365
INFO:root:[x] Sent 3699
INFO:root:[x] Sent 5546
INFO:root:[x] Sent 3396
INFO:root:[x] Sent 2499
INFO:root:[x] Sent 7262
INFO:root:[x] Sent 4922
INFO:root:[x] Sent 5455
INFO:root:[x] Sent 789
INFO:root:[x] Sent 3606
INFO:root:[x] Sent 4675
INFO:root:[x] Sent 1610
INFO:root:[x] Sent 3001
INFO:root:[x] Sent 5261
INFO:root:[x] Sent 1291
INFO:root:[x] Sent 4805
INFO:root:[x] Sent 2408
INFO:root:[x] Sent 8153
INFO:root:[x] Sent 8371
INFO:root:[x] Sent 42
INFO:root:[x] Sent 4237
INFO:root:[x] Sent 6675
INFO:root:[x] Sent 4550
INFO:root:[x] Sent 8513
INFO:root:[x] Sent 8328
INFO:root:[x] Sent 3316
INFO:root:[x] Sent 1342
INFO:root:[x] Sent 2143
INFO:root:[x] Sent 8122
INFO:root:[x] Sent 2361
INFO:root:[x] Sent 4934
INFO:root:[x] Sent 2715
INFO:root:[x] Sent 1557
INFO:root:[x] Sent 2440
INFO:root:[x] Sent 561
INFO:root:[x] Sent 8146
INFO:root:[x] Sent 282
INFO:root:[x] Sent 3182
INFO:root:[x] Sent 6485
INFO:root:[x] Sent 8788
INFO:root:[x] Sent 6452
INFO:root:[x] Sent 7603
INFO:root:[x] Sent 2275
INFO:root:[x] Sent 1428
INFO:root:[x] Sent 778
INFO:root:[x] Sent 3318
INFO:root:[x] Sent 3791
INFO:root:[x] Sent 4485
INFO:root:[x] Sent 2198
INFO:root:[x] Sent 4900
INFO:root:[x] Sent 6520
INFO:root:[x] Sent 8777
INFO:root:[x] Sent 857
INFO:root:[x] Sent 3298
INFO:root:[x] Sent 8480
INFO:root:[x] Sent 1652
INFO:root:[x] Sent 7434
INFO:root:[x] Sent 6117
INFO:root:[x] Sent 3940
INFO:root:[x] Sent 2610
INFO:root:[x] Sent 7374
INFO:root:[x] Sent 5815
INFO:root:[x] Sent 1300
INFO:root:[x] Sent 5896
INFO:root:[x] Sent 2340
INFO:root:[x] Sent 205
INFO:root:[x] Sent 2825
INFO:root:[x] Sent 2177
INFO:root:[x] Sent 5337
INFO:root:[x] Sent 534
INFO:root:[x] Sent 6482
INFO:root:[x] Sent 7973
INFO:root:[x] Sent 370
INFO:root:[x] Sent 7096
INFO:root:[x] Sent 4388
INFO:root:[x] Sent 6110
INFO:root:[x] Sent 5056
INFO:root:[x] Sent 5184
INFO:root:[x] Sent 1595
INFO:root:[x] Sent 3330
INFO:root:[x] Sent 5077
INFO:root:[x] Sent 4864
INFO:root:[x] Sent 4666
INFO:root:[x] Sent 945
INFO:root:[x] Sent 7651
INFO:root:[x] Sent 972
INFO:root:[x] Sent 2036
INFO:root:[x] Sent 3346
INFO:root:[x] Sent 8282
INFO:root:[x] Sent 2403
INFO:root:[x] Sent 4761
INFO:root:[x] Sent 537
INFO:root:[x] Sent 6626
INFO:root:[x] Sent 8982
INFO:root:[x] Sent 1324
INFO:root:[x] Sent 3925
INFO:root:[x] Sent 7062
INFO:root:[x] Sent 2931
INFO:root:[x] Sent 1154
INFO:root:[x] Sent 2189
INFO:root:[x] Sent 1928
INFO:root:[x] Sent 6437
INFO:root:[x] Sent 1908
INFO:root:[x] Sent 4403
INFO:root:[x] Sent 394
INFO:root:[x] Sent 4056
INFO:root:[x] Sent 2915
INFO:root:[x] Sent 7759
INFO:root:[x] Sent 1370
INFO:root:[x] Sent 6468
INFO:root:[x] Sent 3337
INFO:root:[x] Sent 8914
INFO:root:[x] Sent 789
INFO:root:[x] Sent 7593
INFO:root:[x] Sent 2679
INFO:root:[x] Sent 2598
INFO:root:[x] Sent 2858
INFO:root:[x] Sent 7296
INFO:root:[x] Sent 1660
INFO:root:[x] Sent 17
INFO:root:[x] Sent 3287
INFO:root:[x] Sent 6988
INFO:root:[x] Sent 8011
INFO:root:[x] Sent 6551
INFO:root:[x] Sent 7454
INFO:root:[x] Sent 7417
INFO:root:[x] Sent 5514
INFO:root:[x] Sent 1905
INFO:root:[x] Sent 616
INFO:root:[x] Sent 509
INFO:root:[x] Sent 906
INFO:root:[x] Sent 2652
INFO:root:[x] Sent 5992
INFO:root:[x] Sent 503
INFO:root:[x] Sent 1844
INFO:root:[x] Sent 3696
INFO:root:[x] Sent 5458
INFO:root:[x] Sent 178
INFO:root:[x] Sent 1711
INFO:root:[x] Sent 6824
INFO:root:[x] Sent 7766
INFO:root:[x] Sent 896
INFO:root:[x] Sent 8124
INFO:root:[x] Sent 3286
INFO:root:[x] Sent 2
INFO:root:[x] Sent 1702
INFO:root:[x] Sent 4951
INFO:root:[x] Sent 7988
INFO:root:[x] Sent 5742
INFO:root:[x] Sent 4764
INFO:root:[x] Sent 8712
INFO:root:[x] Sent 6623
INFO:root:[x] Sent 6730
INFO:root:[x] Sent 8253
INFO:root:[x] Sent 8772
INFO:root:[x] Sent 2144
INFO:root:[x] Sent 3512
INFO:root:[x] Sent 6352
INFO:root:[x] Sent 4819
INFO:root:[x] Sent 4945
INFO:root:[x] Sent 6252
INFO:root:[x] Sent 4992
INFO:root:[x] Sent 4083
INFO:root:[x] Sent 7182
INFO:root:[x] Sent 6245
INFO:root:[x] Sent 8522
INFO:root:[x] Sent 3259
INFO:root:[x] Sent 3423
INFO:root:[x] Sent 7245
INFO:root:[x] Sent 121
INFO:root:[x] Sent 383
INFO:root:[x] Sent 8214
INFO:root:[x] Sent 5968
INFO:root:[x] Sent 4797
INFO:root:[x] Sent 3877
INFO:root:[x] Sent 1353
INFO:root:[x] Sent 7935
INFO:root:[x] Sent 8857
INFO:root:[x] Sent 5990
INFO:root:[x] Sent 4245
INFO:root:[x] Sent 5058
INFO:root:[x] Sent 5261
INFO:root:[x] Sent 4019
INFO:root:[x] Sent 2738
INFO:root:[x] Sent 93
INFO:root:[x] Sent 66
INFO:root:[x] Sent 5010
INFO:root:[x] Sent 3883
INFO:root:[x] Sent 2977
INFO:root:[x] Sent 138
INFO:root:[x] Sent 1067
INFO:root:[x] Sent 4065
INFO:root:[x] Sent 6678
INFO:root:[x] Sent 7651
INFO:root:[x] Sent 2355
INFO:root:[x] Sent 8661
INFO:root:[x] Sent 4918
INFO:root:[x] Sent 6303
INFO:root:[x] Sent 2475
INFO:root:[x] Sent 6351
INFO:root:[x] Sent 5643
INFO:root:[x] Sent 4129
INFO:root:[x] Sent 1265
INFO:root:[x] Sent 8205
INFO:root:[x] Sent 5364
INFO:root:[x] Sent 7021
INFO:root:[x] Sent 7071
INFO:root:[x] Sent 8530
INFO:root:[x] Sent 7051
INFO:root:[x] Sent 7679
INFO:root:[x] Sent 4273
INFO:root:[x] Sent 3939
INFO:root:[x] Sent 7918
INFO:root:[x] Sent 998
INFO:root:[x] Sent 5455
INFO:root:[x] Sent 8484
INFO:root:[x] Sent 6451
INFO:root:[x] Sent 3750
INFO:root:[x] Sent 2806
INFO:root:[x] Sent 762
INFO:root:[x] Sent 2556
INFO:root:[x] Sent 4966
INFO:root:[x] Sent 2152
INFO:root:[x] Sent 2514
INFO:root:[x] Sent 4998
INFO:root:[x] Sent 2351
INFO:root:[x] Sent 5284
INFO:root:[x] Sent 8660
INFO:root:[x] Sent 3659
INFO:root:[x] Sent 904
INFO:root:[x] Sent 2361
INFO:root:[x] Sent 6599
INFO:root:[x] Sent 7894
INFO:root:[x] Sent 4163
INFO:root:[x] Sent 3685
INFO:root:[x] Sent 358
INFO:root:[x] Sent 17
INFO:root:[x] Sent 3635
INFO:root:[x] Sent 8017
INFO:root:[x] Sent 5732
INFO:root:[x] Sent 456
INFO:root:[x] Sent 7139
INFO:root:[x] Sent 1530
INFO:root:[x] Sent 7379
INFO:root:[x] Sent 3090
INFO:root:[x] Sent 1300
INFO:root:[x] Sent 4893
INFO:root:[x] Sent 1708
INFO:root:[x] Sent 6471
INFO:root:[x] Sent 6892
INFO:root:[x] Sent 1887
INFO:root:[x] Sent 1470
INFO:root:[x] Sent 3301
INFO:root:[x] Sent 7187
INFO:root:[x] Sent 7672
INFO:root:[x] Sent 6302
INFO:root:[x] Sent 6212
INFO:root:[x] Sent 3155
INFO:root:[x] Sent 6917
INFO:root:[x] Sent 3232
INFO:root:[x] Sent 5904
INFO:root:[x] Sent 8942
INFO:root:[x] Sent 4663
INFO:root:[x] Sent 7892
INFO:root:[x] Sent 2780
INFO:root:[x] Sent 4540
INFO:root:[x] Sent 7916
INFO:root:[x] Sent 3319
INFO:root:[x] Sent 5646
INFO:root:[x] Sent 465
INFO:root:[x] Sent 6307
INFO:root:[x] Sent 8546
INFO:root:[x] Sent 1651
INFO:root:[x] Sent 1331
INFO:root:[x] Sent 280
INFO:root:[x] Sent 5866
INFO:root:[x] Sent 182
INFO:root:[x] Sent 6704
INFO:root:[x] Sent 7684
INFO:root:[x] Sent 5097
INFO:root:[x] Sent 1258
INFO:root:[x] Sent 6723
INFO:root:[x] Sent 2012
INFO:root:[x] Sent 726
INFO:root:[x] Sent 2434
INFO:root:[x] Sent 6291
INFO:root:[x] Sent 6076
INFO:root:[x] Sent 5599
INFO:root:[x] Sent 7320
INFO:root:[x] Sent 2199
INFO:root:[x] Sent 1631
INFO:root:[x] Sent 2173
INFO:root:[x] Sent 5064
INFO:root:[x] Sent 5966
INFO:root:[x] Sent 1872
INFO:root:[x] Sent 8098
INFO:root:[x] Sent 15
INFO:root:[x] Sent 8129
INFO:root:[x] Sent 693
INFO:root:[x] Sent 5766
INFO:root:[x] Sent 8392
INFO:root:[x] Sent 4336
INFO:root:[x] Sent 8614
INFO:root:[x] Sent 2638
INFO:root:[x] Sent 3710
INFO:root:[x] Sent 6239
INFO:root:[x] Sent 488
INFO:root:[x] Sent 1281
INFO:root:[x] Sent 5171
INFO:root:[x] Sent 6567
INFO:root:[x] Sent 8356
INFO:root:[x] Sent 5516
INFO:root:[x] Sent 4153
INFO:root:[x] Sent 2293
INFO:root:[x] Sent 4627
INFO:root:[x] Sent 6459
INFO:root:[x] Sent 2667
INFO:root:[x] Sent 7529
INFO:root:[x] Sent 6319
INFO:root:[x] Sent 8387
INFO:root:[x] Sent 422
INFO:root:[x] Sent 5782
INFO:root:[x] Sent 8871
INFO:root:[x] Sent 3780
INFO:root:[x] Sent 1938
INFO:root:[x] Sent 5629
INFO:root:[x] Sent 836
INFO:root:[x] Sent 8282
INFO:root:[x] Sent 3533
INFO:root:[x] Sent 187
INFO:root:[x] Sent 5918
INFO:root:[x] Sent 8914
INFO:root:[x] Sent 5598
INFO:root:[x] Sent 2808
INFO:root:[x] Sent 1194
INFO:root:[x] Sent 1013
INFO:root:[x] Sent 2281
INFO:root:[x] Sent 2723
INFO:root:[x] Sent 4753
INFO:root:[x] Sent 406
INFO:root:[x] Sent 8485
INFO:root:[x] Sent 5007
INFO:root:[x] Sent 5425
INFO:root:[x] Sent 3958
INFO:root:[x] Sent 6174
INFO:root:[x] Sent 3062
INFO:root:[x] Sent 815
INFO:root:[x] Sent 8383
INFO:root:[x] Sent 2044
INFO:root:[x] Sent 3155
INFO:root:[x] Sent 8173
INFO:root:[x] Sent 3079
INFO:root:[x] Sent 8222
INFO:root:[x] Sent 8082
INFO:root:[x] Sent 2684
INFO:root:[x] Sent 2581
INFO:root:[x] Sent 5411
INFO:root:[x] Sent 1121
INFO:root:[x] Sent 8780
INFO:root:[x] Sent 8517
INFO:root:[x] Sent 8785
INFO:root:[x] Sent 4491
INFO:root:[x] Sent 4115
INFO:root:[x] Sent 6245
INFO:root:[x] Sent 3054
INFO:root:[x] Sent 736
INFO:root:[x] Sent 5766
INFO:root:[x] Sent 471
INFO:root:[x] Sent 363
INFO:root:[x] Sent 2779
INFO:root:[x] Sent 7806
INFO:root:[x] Sent 33
INFO:root:[x] Sent 2989
INFO:root:[x] Sent 1220
INFO:root:[x] Sent 324
INFO:root:[x] Sent 899
INFO:root:[x] Sent 8813
INFO:root:[x] Sent 2111
INFO:root:[x] Sent 7396
INFO:root:[x] Sent 2002
INFO:root:[x] Sent 4876
INFO:root:[x] Sent 4977
INFO:root:[x] Sent 6963
INFO:root:[x] Sent 2845
INFO:root:[x] Sent 3720
INFO:root:[x] Sent 72
INFO:root:[x] Sent 7019
INFO:root:[x] Sent 3447
INFO:root:[x] Sent 2204
INFO:root:[x] Sent 1817
INFO:root:[x] Sent 5874
INFO:root:[x] Sent 4177
INFO:root:[x] Sent 6242
INFO:root:[x] Sent 6714
INFO:root:[x] Sent 3051
INFO:root:[x] Sent 1807
INFO:root:[x] Sent 3783
INFO:root:[x] Sent 2923
INFO:root:[x] Sent 5218
INFO:root:[x] Sent 8777
INFO:root:[x] Sent 7440
INFO:root:[x] Sent 353
INFO:root:[x] Sent 2915
INFO:root:[x] Sent 558
INFO:root:[x] Sent 3258
INFO:root:[x] Sent 8286
INFO:root:[x] Sent 6915
INFO:root:[x] Sent 7968
INFO:root:[x] Sent 4522
INFO:root:[x] Sent 8333
INFO:root:[x] Sent 8394
INFO:root:[x] Sent 5935
INFO:root:[x] Sent 649
INFO:root:[x] Sent 1394
INFO:root:[x] Sent 3879
INFO:root:[x] Sent 2436
INFO:root:[x] Sent 2678
INFO:root:[x] Sent 1301
INFO:root:[x] Sent 3733
INFO:root:[x] Sent 4583
INFO:root:[x] Sent 4091
INFO:root:[x] Sent 4519
INFO:root:[x] Sent 4766
INFO:root:[x] Sent 2258
INFO:root:[x] Sent 7696
INFO:root:[x] Sent 3618
INFO:root:[x] Sent 3887
INFO:root:[x] Sent 2932
INFO:root:[x] Sent 41
INFO:root:[x] Sent 2909
INFO:root:[x] Sent 1518
INFO:root:[x] Sent 1410
INFO:root:[x] Sent 8338
INFO:root:[x] Sent 833
INFO:root:[x] Sent 2826
INFO:root:[x] Sent 6712
INFO:root:[x] Sent 4659
INFO:root:[x] Sent 2238
INFO:root:[x] Sent 6524
INFO:root:[x] Sent 8686
INFO:root:[x] Sent 5710
INFO:root:[x] Sent 6299
INFO:root:[x] Sent 2655
INFO:root:[x] Sent 6130
INFO:root:[x] Sent 343
INFO:root:[x] Sent 662
INFO:root:[x] Sent 7195
INFO:root:[x] Sent 1888
INFO:root:[x] Sent 2493
INFO:root:[x] Sent 5869
INFO:root:[x] Sent 6709
INFO:root:[x] Sent 8634
INFO:root:[x] Sent 6549
INFO:root:[x] Sent 2893
INFO:root:[x] Sent 4139
INFO:root:[x] Sent 2963
INFO:root:[x] Sent 2286
INFO:root:[x] Sent 7497
INFO:root:[x] Sent 6179
INFO:root:[x] Sent 100
INFO:root:[x] Sent 8918
INFO:root:[x] Sent 2433
INFO:root:[x] Sent 720
INFO:root:[x] Sent 1403
INFO:root:[x] Sent 3786
INFO:root:[x] Sent 5382
INFO:root:[x] Sent 3451
INFO:root:[x] Sent 2133
INFO:root:[x] Sent 329
INFO:root:[x] Sent 5507
INFO:root:[x] Sent 7617
INFO:root:[x] Sent 5138
INFO:root:[x] Sent 1801
INFO:root:[x] Sent 982
INFO:root:[x] Sent 7874
INFO:root:[x] Sent 7577
INFO:root:[x] Sent 7672
INFO:root:[x] Sent 3188
INFO:root:[x] Sent 6763
INFO:root:[x] Sent 4001
INFO:root:[x] Sent 1038
INFO:root:[x] Sent 316
INFO:root:[x] Sent 4980
INFO:root:[x] Sent 5205
INFO:root:[x] Sent 8943
INFO:root:[x] Sent 5041
INFO:root:[x] Sent 6905
INFO:root:[x] Sent 3754
INFO:root:[x] Sent 4028
INFO:root:[x] Sent 5296
INFO:root:[x] Sent 4321
INFO:root:[x] Sent 5449
INFO:root:[x] Sent 2225
INFO:root:[x] Sent 6626
INFO:root:[x] Sent 51
INFO:root:[x] Sent 3562
INFO:root:[x] Sent 507
INFO:root:[x] Sent 866
INFO:root:[x] Sent 5773
INFO:root:[x] Sent 7258
INFO:root:[x] Sent 6030
INFO:root:[x] Sent 3253
INFO:root:[x] Sent 1816
INFO:root:[x] Sent 3704
INFO:root:[x] Sent 6611
INFO:root:[x] Sent 3781
INFO:root:[x] Sent 3790
INFO:root:[x] Sent 4684
INFO:root:[x] Sent 4761
INFO:root:[x] Sent 1306
INFO:root:[x] Sent 8788
INFO:root:[x] Sent 3618
INFO:root:[x] Sent 264
INFO:root:[x] Sent 5187
INFO:root:[x] Sent 8609
INFO:root:[x] Sent 5203
INFO:root:[x] Sent 4071
INFO:root:[x] Sent 1608
INFO:root:[x] Sent 2747
INFO:root:[x] Sent 3600
INFO:root:[x] Sent 2554
INFO:root:[x] Sent 8652
INFO:root:[x] Sent 7061
INFO:root:[x] Sent 7635
INFO:root:[x] Sent 5580
INFO:root:[x] Sent 6180
INFO:root:[x] Sent 2155
INFO:root:[x] Sent 8785
INFO:root:[x] Sent 8216
INFO:root:[x] Sent 4822
INFO:root:[x] Sent 4771
